videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
fjqVXgLq0qk,https://www.youtube.com/watch?v=fjqVXgLq0qk,"[['0:00:15.766', '0:00:35.766'], ['0:00:38.866', '0:00:43.733'], ['0:00:47.066', '0:01:09.100']]","['A bowl of something on a table next to a container of something.', 'There are two cans of food on the table.', 'A pan filled with yellow liquid on top of a stove.']","[0.4462890625, 0.44580078125, 0.43798828125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:19.966']], [['0:00:00.000', '0:00:04.833']], [['0:00:00.000', '0:00:22.033']]]"
fjsB6BlPhSM,https://www.youtube.com/watch?v=fjsB6BlPhSM,"[['0:02:38.791', '0:03:10.423'], ['0:03:27.240', '0:03:30.777'], ['0:06:10.203', '0:06:15.174']]","['The speaker is a woman in a black shirt talking to the camera on a blue background.', 'A woman is sitting in a blue chair and talking.', 'A woman is sitting in a chair and talking.']","[0.499755859375, 0.478271484375, 0.454345703125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:31.631']], [['0:00:00.000', '0:00:03.503']], [['0:00:00.000', '0:00:04.938']]]"
fk9DPy88v9E,https://www.youtube.com/watch?v=fk9DPy88v9E,"[['0:00:02.035', '0:00:18.618'], ['0:00:26.626', '0:01:14.674'], ['0:02:19.272', '0:02:39.192']]","['A hello kitty book on a green background.', ""A person is flipping through the pages of a children's book featuring kitty cat characters."", 'A person playing with hello kitty toys on a table.']","[0.4609375, 0.47509765625, 0.443603515625]","['0_low_desirable_score', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:16.549']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:19.886']]]"
ftaw-sJdA4M,https://www.youtube.com/watch?v=ftaw-sJdA4M,"[['0:00:09.333', '0:00:57.333'], ['0:06:03.966', '0:06:49.266'], ['0:09:44.133', '0:09:50.966']]","['A tv show with two women and a man on it.', 'A television screen with two men and a snow covered mountain in the background.', 'A man in a blue suit is standing on stage and talking to the audience.']","[0.4521484375, 0.439697265625, 0.44970703125]","['desirable', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:47.966']], [['0:00:00.000', '0:00:45.300']], [['0:00:00.000', '0:00:06.800']]]"
fxBXYT50FNY,https://www.youtube.com/watch?v=fxBXYT50FNY,"[['0:00:10.877', '0:00:19.319'], ['0:00:45.945', '0:00:52.886'], ['0:01:03.329', '0:01:05.532']]","['The speaker is standing in a car showroom and talking to the camera.', ""A man is sitting in the driver's seat of a car and holding a smartphone."", 'A man is standing in front of a car and talking to the audience.']","[0.463134765625, 0.438720703125, 0.457763671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:08.408']], [['0:00:00.000', '0:00:06.940']], [['0:00:00.033', '0:00:02.202']]]"
g-lvE724AuQ,https://www.youtube.com/watch?v=g-lvE724AuQ,"[['0:00:08.091', '0:00:32.907'], ['0:01:25.543', '0:01:29.047'], ['0:02:13.258', '0:02:16.886']]","['A chef is standing in front of a kitchen and talking to the camera.', 'A person is mixing ingredients in a bowl with a metal whisk.', 'A man is whisking white liquid into a pot on a stove.']","[0.455322265625, 0.44775390625, 0.4775390625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:24.774']], [['0:00:00.000', '0:00:03.461']], [['0:00:00.000', '0:00:03.586']]]"
g18bsx9ial0,https://www.youtube.com/watch?v=g18bsx9ial0,"[['0:00:00.700', '0:00:06.306'], ['0:04:25.698', '0:05:13.746'], ['0:05:38.905', '0:05:58.958']]","['A black background with a list of words on it.', 'A close up of a microwave with a red mug in it.', 'A person is using a microwave to heat up some popcorn.']","[0.480712890625, 0.46044921875, 0.4560546875]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.572']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:20.020']]]"
g3Ifqp-x1EY,https://www.youtube.com/watch?v=g3Ifqp-x1EY,"[['0:00:46.746', '0:00:49.549'], ['0:03:15.428', '0:03:20.333'], ['0:06:01.361', '0:06:06.899']]","['A woman wearing a hat and a vest looking at something on the ground.', 'A group of people are standing on a rocky beach with the ocean in the background.', 'A man with a hat and gloves is walking through the woods.']","[0.44970703125, 0.431884765625, 0.43505859375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.769']], [['0:00:00.000', '0:00:04.871']], [['0:00:00.000', '0:00:05.505']]]"
g6b_JGyUX0s,https://www.youtube.com/watch?v=g6b_JGyUX0s,"[['0:00:06.100', '0:00:15.100'], ['0:02:13.966', '0:02:22.333'], ['0:03:34.066', '0:04:21.866']]","['A man wearing a suit and tie and glasses stands at a podium and makes a speech on the news.', 'There is a man in a suit and tie speaking into a microphone at a news conference.', 'A man in a suit and tie is talking on a tv.']","[0.44873046875, 0.472412109375, 0.445068359375]","['3_screen_in_screen', '3_screen_in_screen', '3_screen_in_screen']","[[['0:00:00.000', '0:00:08.966']], [['0:00:00.000', '0:00:08.333']], [['0:00:00.000', '0:00:47.766']]]"
gDPxT53MaSQ,https://www.youtube.com/watch?v=gDPxT53MaSQ,"[['0:00:57.880', '0:01:43.360'], ['0:03:23.160', '0:03:28.640'], ['0:06:09.320', '0:06:15.120']]","['A man is sitting at a table and talking about a wetsuit that has built-in fans to dry it faster.', 'A person is holding a small piece of plastic on a table.', 'The person is talking about an emergency whistle that can be used in case of an emergency.']","[0.4755859375, 0.43994140625, 0.4404296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:45.440']], [['0:00:00.000', '0:00:05.440']], [['0:00:00.000', '0:00:05.760']]]"
gJ-CMf_yDPw,https://www.youtube.com/watch?v=gJ-CMf_yDPw,"[['0:04:18.100', '0:04:32.366'], ['0:04:34.866', '0:04:40.900'], ['0:10:02.633', '0:10:06.466']]","['The person is opening a box containing an apple iphone 12.', 'An iphone charging case on the apple website.', 'A person holding an apple iphone in a box.']","[0.4638671875, 0.4541015625, 0.44189453125]","['desirable', '1_still_foreground_image', 'desirable']","[[['0:00:00.000', '0:00:14.233']], [['0:00:00.000', '0:00:06.000']], [['0:00:00.000', '0:00:03.800']]]"
gK98FvVs5XY,https://www.youtube.com/watch?v=gK98FvVs5XY,"[['0:00:32.280', '0:00:36.680'], ['0:00:59.680', '0:01:02.240'], ['0:01:03.640', '0:01:12.400']]","['There are two women sitting at a table and talking to each other.', 'Two women are sitting at a table and talking to each other.', 'A woman in a black and white dress with white polka dots smiles at the camera.']","[0.47216796875, 0.481689453125, 0.471435546875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.360']], [['0:00:00.000', '0:00:02.520']], [['0:00:00.000', '0:00:08.720']]]"
gMrXZe__A9k,https://www.youtube.com/watch?v=gMrXZe__A9k,"[['0:01:04.230', '0:01:06.366'], ['0:02:13.633', '0:02:15.802'], ['0:08:35.648', '0:08:37.884']]","['A young man in a tank top making a peace sign.', 'The camera is moving through a house, starting in the living room and going up the stairs.', 'A young man is lying on a bed in a bedroom.']","[0.445068359375, 0.45849609375, 0.443359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.868'], ['0:00:01.901', '0:00:02.135']], [['0:00:00.000', '0:00:02.135']], [['0:00:00.000', '0:00:02.202']]]"
gNWRJUvZVbU,https://www.youtube.com/watch?v=gNWRJUvZVbU,"[['0:00:06.306', '0:00:10.343'], ['0:00:19.753', '0:00:51.584'], ['0:10:17.817', '0:10:21.854']]","['The poster for ninja march of the devil.', 'A group of lego people with a purple object in front of them.', 'A red robot standing in the middle of a jungle.']","[0.434326171875, 0.43017578125, 0.484130859375]","['1_still_foreground_image', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:31.798']], [['0:00:00.000', '0:00:04.004']]]"
gQ8Pg7hLT3Y,https://www.youtube.com/watch?v=gQ8Pg7hLT3Y,"[['0:01:00.960', '0:01:20.880'], ['0:01:23.817', '0:01:27.854'], ['0:02:45.832', '0:03:09.355']]","['The camera is moving through a kitchen.', 'A bathroom with a light fixture hanging from the ceiling and a mirror on the wall.', 'A view of a house through a window.']","[0.446533203125, 0.454833984375, 0.442138671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:19.919']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:23.490']]]"
gQnHbF5yfhI,https://www.youtube.com/watch?v=gQnHbF5yfhI,"[['0:00:00.480', '0:00:04.520'], ['0:02:21.120', '0:02:24.280'], ['0:03:03.840', '0:03:12.960']]","['A boy and a girl standing next to each other.', 'A person is holding a car engine in their hand.', 'A young girl standing next to a car with a hood open.']","[0.439697265625, 0.437255859375, 0.455810546875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.000']], [['0:00:00.000', '0:00:03.120']], [['0:00:00.000', '0:00:03.160'], ['0:00:03.240', '0:00:09.080']]]"
gR92Op3tIgw,https://www.youtube.com/watch?v=gR92Op3tIgw,"[['0:00:48.760', '0:00:51.000'], ['0:01:01.560', '0:01:06.000'], ['0:07:59.040', '0:08:03.200']]","['A blue car is parked in front of a building with smoke coming out of the chimney.', 'A cartoon light bulb on a road.', 'A cartoon character is driving a car with a light bulb on the dashboard.']","[0.441162109375, 0.466796875, 0.4501953125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.200']], [['0:00:00.000', '0:00:04.400']], [['0:00:00.000', '0:00:01.000'], ['0:00:01.080', '0:00:04.120']]]"
gUkW-hu082M,https://www.youtube.com/watch?v=gUkW-hu082M,"[['0:00:01.482', '0:00:13.517'], ['0:00:16.241', '0:00:26.241'], ['0:01:20.310', '0:01:28.068']]","['A man in an apron preparing food in a kitchen.', 'A man is preparing food on a kitchen counter.', 'A man in an apron standing in front of bowls of food.']","[0.446533203125, 0.43798828125, 0.449951171875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:12.034']], [['0:00:00.000', '0:00:09.965']], [['0:00:00.000', '0:00:07.724']]]"
g_V4BlGY7EQ,https://www.youtube.com/watch?v=g_V4BlGY7EQ,"[['0:00:29.996', '0:00:36.469'], ['0:01:27.387', '0:02:15.435'], ['0:04:01.040', '0:04:10.550']]","['The character is walking towards a bank building with money in hand.', 'There are a lot of cars and people on the road in a video game.', 'A video game of a city with a police car and other vehicles on the street.']","[0.4501953125, 0.4443359375, 0.4755859375]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.134'], ['0:00:01.167', '0:00:06.439']], [['0:00:00.000', '0:00:12.912'], ['0:00:12.979', '0:00:21.688'], ['0:00:21.755', '0:00:38.738'], ['0:00:38.772', '0:00:42.809'], ['0:00:42.842', '0:00:47.113'], ['0:00:47.180', '0:00:48.014']], [['0:00:00.000', '0:00:02.569'], ['0:00:02.635', '0:00:05.305'], ['0:00:05.338', '0:00:09.476']]]"
gaZkSAIgYaU,https://www.youtube.com/watch?v=gaZkSAIgYaU,"[['0:00:06.873', '0:00:34.634'], ['0:00:38.805', '0:00:44.811'], ['0:01:42.135', '0:01:59.352']]","['A series of images showing the pokemon x game.', 'A video game screen showing pokemon x.', 'A video game screen showing pokemon x and y.']","[0.437255859375, 0.444580078125, 0.44140625]","['3_screen_in_screen', '4_computer_screen_recording', '3_screen_in_screen']","[[['0:00:00.000', '0:00:27.727']], [['0:00:00.000', '0:00:06.006']], [['0:00:00.000', '0:00:17.183']]]"
ganU8Fr-pp4,https://www.youtube.com/watch?v=ganU8Fr-pp4,"[['0:00:03.470', '0:00:31.498'], ['0:00:35.502', '0:00:40.073'], ['0:00:43.710', '0:01:08.535']]","['A man in a suit and tie talking on tv.', ""A group of men are sitting at a table in a tv studio, discussing the absence of aaron donald from the rams' defense."", 'A man in a suit and tie is talking on a show.']","[0.46826171875, 0.48193359375, 0.441650390625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:00.233'], ['0:00:00.266', '0:00:19.486'], ['0:00:19.519', '0:00:21.588'], ['0:00:21.621', '0:00:27.994']], [['0:00:00.000', '0:00:04.537']], [['0:00:00.000', '0:00:11.444'], ['0:00:11.478', '0:00:19.986'], ['0:00:20.020', '0:00:24.791']]]"
gbLuW_OyK7M,https://www.youtube.com/watch?v=gbLuW_OyK7M,"[['0:00:05.972', '0:00:54.020'], ['0:01:29.956', '0:01:33.993'], ['0:04:21.928', '0:04:24.230']]","['A man and a woman are standing at a table with a helicopter on it.', 'A person is holding a remote control for a helicopter and plugging it in to charge the battery.', 'An image of a circular logo with a blue background.']","[0.475341796875, 0.470703125, 0.4521484375]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:35.135'], ['0:00:35.201', '0:00:40.273'], ['0:00:40.306', '0:00:48.014']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:02.268']]]"
geUcXGCq_mM,https://www.youtube.com/watch?v=geUcXGCq_mM,"[['0:00:18.160', '0:00:28.120'], ['0:00:38.680', '0:00:42.560'], ['0:00:43.880', '0:00:50.680']]","['A group of men in pink polo shirts standing next to each other.', 'There is a large group of people standing on a stage and waving to the audience.', 'A group of men in pink shirts standing next to each other.']","[0.47021484375, 0.45458984375, 0.441162109375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:09.920']], [['0:00:00.000', '0:00:03.840']], [['0:00:00.000', '0:00:06.760']]]"
ggbIfffeL6Q,https://www.youtube.com/watch?v=ggbIfffeL6Q,"[['0:00:00.433', '0:00:04.037'], ['0:00:13.747', '0:00:37.637'], ['0:00:46.579', '0:01:34.627']]","['A black background with a red and white logo.', 'A person holding a pen next to a samsung smart phone.', 'A person using a smart phone on a wooden table.']","[0.4423828125, 0.45556640625, 0.4423828125]","['2_tiny_camera_movement', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.603']], [['0:00:00.000', '0:00:23.857']], [['0:00:00.000', '0:00:48.014']]]"
ghFuxgghFF8,https://www.youtube.com/watch?v=ghFuxgghFF8,"[['0:02:10.930', '0:02:20.773'], ['0:03:53.433', '0:03:56.436'], ['0:03:59.138', '0:04:03.443']]","['The player is in a minecraft world and they are walking towards a farmhouse.', 'A person playing a video game on a green field.', 'A fire in a minecraft game.']","[0.452392578125, 0.452392578125, 0.46484375]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:09.809']], [['0:00:00.000', '0:00:03.003']], [['0:00:00.000', '0:00:04.304']]]"
gj6EprCtzho,https://www.youtube.com/watch?v=gj6EprCtzho,"[['0:02:17.833', '0:02:25.833'], ['0:02:27.833', '0:02:35.833'], ['0:02:37.266', '0:02:40.966']]","['There are two dogs, a malamute and a husky, standing in a laundry room.', 'There is a white cat and a white dog laying on the ground.', 'A couple of dogs standing next to each other on the floor.']","[0.44921875, 0.439208984375, 0.43603515625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:03.666']]]"
gj8H__MvM54,https://www.youtube.com/watch?v=gj8H__MvM54,"[['0:01:10.779', '0:01:12.822'], ['0:01:38.681', '0:01:42.811'], ['0:02:26.312', '0:02:30.567']]","['It is a group of women sitting around a table, one of them is holding a glass of wine and they are all smiling.', 'A group of women are on an airplane and one of them is talking about a dream she had.', 'A webpage with a purple background and text appears.']","[0.475341796875, 0.448486328125, 0.4521484375]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:00.458'], ['0:00:00.500', '0:00:02.002']], [['0:00:00.000', '0:00:00.208'], ['0:00:00.250', '0:00:01.209'], ['0:00:01.251', '0:00:02.127'], ['0:00:02.168', '0:00:03.086'], ['0:00:03.128', '0:00:03.795'], ['0:00:03.837', '0:00:04.129']], [['0:00:00.000', '0:00:04.254']]]"
gkhIXQnxQBs,https://www.youtube.com/watch?v=gkhIXQnxQBs,"[['0:00:35.535', '0:00:45.211'], ['0:01:52.779', '0:02:03.456'], ['0:02:07.085', '0:02:25.895']]","['A person is cooking meat and onions in a pan on a gas stove.', 'A person is adding cheese to a dish of pasta in a glass container.', 'A person is cooking a dish of food with cheese in a baking dish.']","[0.4365234375, 0.46044921875, 0.44189453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:09.634']], [['0:00:00.000', '0:00:09.134'], ['0:00:09.175', '0:00:10.635']], [['0:00:00.000', '0:00:05.672'], ['0:00:05.714', '0:00:08.591'], ['0:00:08.633', '0:00:14.097'], ['0:00:14.139', '0:00:18.768']]]"
gn0j70h6-ww,https://www.youtube.com/watch?v=gn0j70h6-ww,"[['0:00:10.944', '0:00:58.992'], ['0:03:20.333', '0:03:32.312'], ['0:03:39.385', '0:03:44.591']]","['A man in a suit and tie standing in front of a weather map.', 'A man in a suit and tie standing in front of a weather forecast.', 'Three men and a woman sitting at a news desk.']","[0.46435546875, 0.490234375, 0.476318359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.202'], ['0:00:02.268', '0:00:48.014']], [['0:00:00.000', '0:00:11.945']], [['0:00:00.000', '0:00:05.205']]]"
gn1jBhVpqb0,https://www.youtube.com/watch?v=gn1jBhVpqb0,"[['0:00:16.000', '0:01:04.000'], ['0:01:18.633', '0:02:06.633'], ['0:02:36.966', '0:03:24.966']]","['A person in black gloves is mixing different colors of paint with a brush on a white surface.', 'A person in black gloves is holding a piece of paper with an image of a picture on it.', 'A person is painting on a canvas using acrylic paint and spinning it around to add depth and color to the painting.']","[0.476806640625, 0.443115234375, 0.467529296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:23.666'], ['0:00:23.700', '0:00:26.600'], ['0:00:26.633', '0:00:37.733'], ['0:00:37.766', '0:00:47.966']], [['0:00:00.000', '0:00:14.600'], ['0:00:14.633', '0:00:30.866'], ['0:00:30.900', '0:00:47.966']], [['0:00:00.000', '0:00:04.000'], ['0:00:04.033', '0:00:42.466'], ['0:00:42.500', '0:00:47.966']]]"
